Name,Dosage,Forme,Presentation,Price,Remboursement,DCI,Type,Prescription
MIOREL,4 mg/2 ml,Solution injectable,B/5/2 ml,4.49,1.654,THIOCOLCHICOSIDE,Anti-inflammatoires,Oui
MIOREL,4 mg/2 ml,Solution injectable,B/6/2 ml,4.965,1.985,THIOCOLCHICOSIDE,Anti-inflammatoires,Oui
MIRAZINE,15 mg,Comprimes pellicules secables,B/30,16.64,14.127,MIRTAZAPINE,Antidépresseurs,Oui
MIRAZINE,30 mg,Comprimes pellicules secables,B/30,26.5,22.517,MIRTAZAPINE,Antidépresseurs,Oui
MIXTARD 30 HM,100 UI/ml,Suspension injectable,FL/10 ml,6.753,4.31,INSULINE HUMAINE,Antidiabétiques,Oui
MIXTARD 30 HM PENFILL,100 UI/ml,Suspension injectable,B/5/3 ml,43.506,43.505,INSULINE HUMAINE,Antidiabétiques,Oui
MIZOLLEN,10 mg,Comprimes pellicules à liberation modifiee,B/14,7.295,6.2,MIZOLASTINE,Antihistaminiques,Non
MOLSICOR,2 mg,Comprimes secables,B/30,4.35,3.392,MOLSIDOMINE,Antihypertenseurs,Oui
MOLSICOR,4 mg,Comprimes secables,B/30,7.66,6.503,MOLSIDOMINE,Antihypertenseurs,Oui
MONCAS,10 mg,Comprimes pellicules,B/28,34.15,29.012,MONTELUKAST,Bronchodilatateurs,Oui
MONCAS,5 mg,Comprimes à croquer,B/28,34.15,29.012,MONTELUKAST,Bronchodilatateurs,Oui
MONO-ETIKEN,4 mg,Comprimes secables,B/30,18.81,15.223,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
MONO-TIAZEM LP,200 mg,Gelules à liberation prolongee,B/30,19.075,13.337,DILTIAZEM,Antihypertenseurs,Oui
MONO-TIAZEM LP,300 mg,Gelules à liberation prolongee,B/30,20.405,14.918,DILTIAZEM,Antihypertenseurs,Oui
MONO-TILDIEM,200 mg,Gelules à liberation prolongee,B/28,26.365,12.447,DILTIAZEM,Antihypertenseurs,Oui
MONO-TILDIEM,300 mg,Gelules à liberation prolongee,B/28,28.77,13.923,DILTIAZEM,Antihypertenseurs,Oui
MONOCLINE 200,200 mg,Comprimes,B/10,8.905,5.831,DOXYCYCLINE,Antibiotiques,Oui
MONOFLOCET,200 mg,Comprimes pellicules,B/2,5.24,2.324,OFLOXACINE,Antibiotiques,Oui
MONOPROST,50 µg/ml,Collyre,B/30 récip unids,37.485,20.621,LATANOPROST,Autres,Oui
MONOREL,1 mg,Comprimes secables,B/30,7.075,3.57,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,1 mg,Comprimes secables,B/90,13.295,10.71,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,2 mg,Comprimes secables,B/30,11.105,5.916,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,2 mg,Comprimes secables,B/90,23.195,17.748,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,3 mg,Comprimes secables,B/30,14.715,7.115,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,3 mg,Comprimes secables,B/90,26.745,21.344,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,4 mg,Comprimes secables,B/30,16.85,8.288,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,4 mg,Comprimes secables,B/90,31.66,24.863,GLIMEPIRIDE,Antidiabétiques,Oui
MONOREL,6 mg,Comprimes secables,B/90,32.415,27.54,GLIMEPIRIDE,Antidiabétiques,Oui
MONURIL ADULTE,3 g,Granules pour suspension buvable,B/1 sachets,19.011,12.869,FOSFOMYCINE,Antibiotiques,Oui
MOONIA,75 µg,Comprimes pellicules,B/28,10.612,9.02,DESOGESTREL,Hormones,Oui
MOSCONTIN 10,10 mg,Comprimes à liberation prolongee,B/14,14.402,14.402,MORPHINE,Analgésiques (antidouleurs),Non
MOSCONTIN 100,100 mg,Comprimes à liberation prolongee,B/14,109.662,109.662,MORPHINE,Analgésiques (antidouleurs),Non
MOSCONTIN 200,200 mg,Comprimes à liberation prolongee,B/14,221.901,221.901,MORPHINE,Analgésiques (antidouleurs),Non
MOSCONTIN 30,30 mg,Comprimes à liberation prolongee,B/14,35.033,35.033,MORPHINE,Analgésiques (antidouleurs),Non
MOSCONTIN 60,60 mg,Comprimes à liberation prolongee,B/14,68.869,68.869,MORPHINE,Analgésiques (antidouleurs),Non
MOTILIUM,1 mg/ml,Suspension buvable,FL/200 ml,8.445,2.56,DOMPERIDONE,Antinauséeux (antiémétiques),Non
MOVEN,15 mg,Gelules,B/10,8.715,7.404,MELOXICAM,Anti-inflammatoires,Non
MOVEN,"7,5 mg",Gelules,B/10,5.82,4.454,MELOXICAM,Anti-inflammatoires,Non
MOVEN,"7,5 mg",Gelules,B/30,15.725,13.362,MELOXICAM,Anti-inflammatoires,Non
MOXONYL,"0,2 mg",Comprimes pellicules,B/30,16.15,13.719,MOXONIDINE,Antihypertenseurs,Oui
MOXONYL,"0,4 mg",Comprimes pellicules,B/30,30.115,25.449,MOXONIDINE,Antihypertenseurs,Oui
MP 20,20 mg/2 ml,Pdre p.prep.injectable,B/1 FL + solv/2 ml,2.09,1.776,METHYLPREDNISOLONE,Corticoïdes,Oui
MP 40,40 mg/2 ml,Pdre p.prep.injectable,B/1 FL + solv/2 ml,3.22,2.635,METHYLPREDNISOLONE,Corticoïdes,Oui
MYCOHEAL,200 mg,Ovules,B/7,4.513,1.803,MICONAZOLE,Antifongiques,Oui
MYCOHEAL,400 mg,Ovules,B/3,4.343,1.736,MICONAZOLE,Antifongiques,Oui
MYCOPHIL,250 mg,Comprimes secables,B/20,36.365,26.384,TERBINAFINE,Antifongiques,Non
MYCOPHIL,250 mg,Comprimes secables,B/30,58.42,39.576,TERBINAFINE,Antifongiques,Non
MYCOREX,"1,00%",Creme dermique,T/30 g,5.11,4.335,CICLOPIROXOLAMINE,Antifongiques,Non
MYCOREX,"1,00%",Lotion,FL/30 ml,4.205,3.57,CICLOPIROXOLAMINE,Antifongiques,Non
MYCOSTER,"1,00%",Creme dermique,T/30 g,8.845,4.335,CICLOPIROXOLAMINE,Antifongiques,Non
MYCOSTER,"1,00%",Poudre à usage externe,FL/30 g,7.51,6.375,CICLOPIROXOLAMINE,Antifongiques,Non
MYCOSTER,"1,00%",Spray solution,FL/30 ml,11.045,3.57,CICLOPIROXOLAMINE,Antifongiques,Non
MYCOSTER VERNIS,"8,00%",Solution externe,FL/3 ml + pinceau,21.829,18.554,CICLOPIROXOLAMINE,Antifongiques,Oui
MYDRICOL,"0,50%",Collyre,FL/5 ml,3.24,2.754,TROPICAMIDE,Autres,Oui
MYOLAX,4 mg,Comprimes,B/12,6.38,1.901,THIOCOLCHICOSIDE,Anti-inflammatoires,Oui
MYOLAX,4 mg,Comprimes,B/24,10.89,3.802,THIOCOLCHICOSIDE,Anti-inflammatoires,Oui
NAABAK,"4,90%",Collyre,FL/10 ml,12.351,10.497,ACIDE N-ACETYL-ASPARTYL-GLUTAMIQUE,Autres,Oui
NAAXIA,"4,90%",Collyre,FL/5 ml,6.216,5.249,ACIDE N-ACETYL-ASPARTYL-GLUTAMIQUE,Autres,Oui
NAFTOR,100 mg,Gelules,B/50,12.635,5.04,NAFTIDROFURYL,Anti-inflammatoires,Non
NASOMET,50 µg/dose,Suspension nasale,FL/120 doses,13.69,11.016,MOMETASONE,Corticoïdes,Oui
NASONEX,50 µg/dose,Suspension nasale,FL/140 doses,23.27,12.852,MOMETASONE,Corticoïdes,Oui
NATISPRAY,"0,3 mg/dose",Solution pour pulverisation buccale,FL/18 ml 300 doses,23.745,20.145,TRINITRINE,Antihypertenseurs,Oui
NATRIXAM,"1,5 mg/10 mg",Comprimes à liberation modifiee,B/30,19.145,16.269,INDAPAMIDE+AMLODIPINE,Antihypertenseurs,Oui
NATRIXAM,"1,5 mg/5 mg",Comprimes à liberation modifiee,B/30,14.44,12.265,INDAPAMIDE+AMLODIPINE,Antihypertenseurs,Oui
NAUTAMINE,90 mg,Comprimes secables,B/20,4.87,1.944,DIPHENHYDRAMINE,Antihistaminiques,Non
NEACREST,5 mg,Comprimes pellicules,B/30,17.67,11.628,ROSUVASTATINE,Autres,Oui
NEACREST,5 mg,Comprimes pellicules,B/90,51.24,34.884,ROSUVASTATINE,Autres,Oui
NEAFORGE,5 mg/80 mg,Comprimes pellicules,B/30,39.39,28.356,AMLODIPINE + VALSARTAN,Antihypertenseurs,Oui
NEAFORGE,5 mg/80 mg,Comprimes pellicules,B/90,111.815,85.068,AMLODIPINE + VALSARTAN,Antihypertenseurs,Oui
NEBICARD,5 mg,Comprimes quadrisecables,B/30,16.54,12.903,NEBIVOLOL,Antihypertenseurs,Oui
NEBICOR,5 mg,Comprimes quadrisecables,B/30,15.66,12.903,NEBIVOLOL,Antihypertenseurs,Oui
NEBILET,5 mg,Comprimes secables,B/30,36.24,12.903,NEBIVOLOL,Antihypertenseurs,Oui
NEBILET PLUS,"5 mg/12,5 mg",Comprimes pellicules,B/28,33.875,28.774,NEBIVOLOL+HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
NEBILET PLUS,5 mg/25 mg,Comprimes pellicules,B/28,33.875,28.774,NEBIVOLOL+HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
NEBILUS,5 mg,Comprimes quadrisecables,B/90,48.785,38.709,NEBIVOLOL,Antihypertenseurs,Oui
NEBILUS,5 mg,Comprimes secables,B/30,19.615,12.903,NEBIVOLOL,Antihypertenseurs,Oui
NEBIPRESS,5 mg,Comprimes quadrisecables,B/30,16.485,12.903,NEBIVOLOL,Antihypertenseurs,Oui
NEBIPRESS,5 mg,Comprimes secables,B/90,45.615,38.709,NEBIVOLOL,Antihypertenseurs,Oui
NEFOMED,20 mg,Solution injectable,B/5/2 ml,6.055,5.134,NEFOPAM,Analgésiques (antidouleurs),Oui
NEMACEST,"4,00%",Suspension buvable,FL/10 ml,4.1,3.485,ALBENDAZOLE,Antiparasitaires,Non
NEMACEST,400 mg,Comprimes,B/1,3.52,2.652,ALBENDAZOLE,Antiparasitaires,Non
NEMACEST,400 mg,Comprimes,B/2,6.24,5.304,ALBENDAZOLE,Antiparasitaires,Non
NEOMYCINE UNIMED,"0,35%",Collyre,FL/5 ml,2.605,2.214,NEOMYCINE,Antibiotiques,Oui
NEOPHRINE,"10,00%",Collyre,FL/10 ml,3.625,3.077,PHENYLEPHRINE,Décongestionnants,Non
NEOPHRINE,"10,00%",Collyre,FL/5 ml,2.0,1.539,PHENYLEPHRINE,Décongestionnants,Non
NERGESIC,150 mg,Gelules,B/30,30.84,28.5,PREGABALINE,Anticonvulsivants,Oui
NERGESIC,150 mg,Gelules,B/60,61.44,57.0,PREGABALINE,Anticonvulsivants,Oui
NERGESIC,75 mg,Gelules,B/14,13.74,12.558,PREGABALINE,Anticonvulsivants,Oui
NERGESIC,75 mg,Gelules,B/28,27.23,25.116,PREGABALINE,Anticonvulsivants,Oui
NERVICA,150 mg,Gelules,B/56,79.715,53.2,PREGABALINE,Anticonvulsivants,Oui
NERVICA,75 mg,Gelules,B/14,17.085,12.558,PREGABALINE,Anticonvulsivants,Oui
NERVICA,75 mg,Gelules,B/56,55.68,50.232,PREGABALINE,Anticonvulsivants,Oui
NETRAL,100 mg,Comprimes pellicules secables,B/30,37.085,31.518,SERTRALINE,Antidépresseurs,Oui
NETRAL 50,50 mg,Comprimes pellicules secables,B/30,25.03,17.723,SERTRALINE,Antidépresseurs,Oui
NETROMICINE,100 mg,Solution injectable,B/1/1 ml,5.79,4.922,NETILMICINE SULFATE,Antibiotiques,Oui
NEULEPTIL,"4,00%",Gouttes buvables,FL/30 ml,4.499,3.799,PROPERICIAZINE,Antipsychotiques,Oui
NEURALGIN,300 mg,Gelules,B/50,35.175,28.3,GABAPENTINE,Anticonvulsivants,Oui
NEURALGIN,300 mg,Gelules,B/90,55.98,50.94,GABAPENTINE,Anticonvulsivants,Oui
NEURODOL,"0,05%",Gouttes buvables,FL/30 ml,1.495,1.25,HALOPERIDOL,Antipsychotiques,Oui
NEURODOL,"0,20%",Gouttes buvables,FL/30 ml,2.545,2.142,HALOPERIDOL,Antipsychotiques,Oui
NEUROMED,150 mg,Gelules,B/30,39.605,28.5,PREGABALINE,Anticonvulsivants,Oui
NEUROMED,150 mg,Gelules,B/90,100.5,85.5,PREGABALINE,Anticonvulsivants,Oui
NEUROMED,75 mg,Gelules,B/15,16.925,13.455,PREGABALINE,Anticonvulsivants,Oui
NEUROMED,75 mg,Gelules,B/30,32.24,26.91,PREGABALINE,Anticonvulsivants,Oui
NEURYL,150 mg,Gelules,B/30,29.62,28.5,PREGABALINE,Anticonvulsivants,Oui
NEURYL,150 mg,Gelules,B/60,65.74,57.0,PREGABALINE,Anticonvulsivants,Oui
NEURYL,150 mg,Gelules,B/90,88.38,85.5,PREGABALINE,Anticonvulsivants,Oui
NEURYL,75 mg,Gelules,B/14,14.1,12.558,PREGABALINE,Anticonvulsivants,Oui
NEURYL,75 mg,Gelules,B/30,27.61,26.91,PREGABALINE,Anticonvulsivants,Oui
NEURYL,75 mg,Gelules,B/60,53.83,53.82,PREGABALINE,Anticonvulsivants,Oui
NIDAZOL,250 mg,Comprimes pellicules,B/20,2.52,2.142,METRONIDAZOLE,Antibiotiques,Oui
NIFLUMIC,400 mg,Suppositoires,B/8,2.36,2.006,ACIDE NIFLUMIQUE,Anti-inflammatoires,Oui
NIFLUMIC,700 mg,Suppositoires,B/8,3.12,2.652,ACIDE NIFLUMIQUE,Anti-inflammatoires,Oui
NIFROXID,200 mg,Gelules,B/20,4.04,1.616,NIFUROXAZIDE,Antidiarrhéiques,Non
NIFROXID,"4,00%",Suspension buvable,FL/90 ml,4.625,1.476,NIFUROXAZIDE,Antidiarrhéiques,Non
NIPRAL 550,550 mg,Comprimes pellicules secables,B/16,7.25,6.161,NAPROXENE,Anti-inflammatoires,Oui
NIPRAL 550,550 mg,Comprimes pellicules secables,B/8,4.335,3.08,NAPROXENE,Anti-inflammatoires,Oui
NIPRAL275,275 mg,Comprimes pellicules,B/10,3.18,1.836,NAPROXENE,Anti-inflammatoires,Oui
NIPRAL275,275 mg,Comprimes pellicules,B/30,6.49,5.508,NAPROXENE,Anti-inflammatoires,Oui
NOCERTONE,60 mg,Comprimes pellicules secables,B/30,7.61,6.451,OXETORONE,Analgésiques (antidouleurs),Non
NOMEGESTROL STRAGEN,5 mg,Comprimes,B/10,12.22,10.387,NOMEGESTROL,Hormones,Oui
NOOTROPYL,800 mg,Comprimes pellicules secables,B/45,16.595,3.942,PIRACETAM,Autres,Oui
NORACIN,"0,30%",Collyre,FL/5 ml,4.6,3.91,NORFLOXACINE,Antibiotiques,Oui
NORACIN,400 mg,Comprimes pellicules,B/14,11.89,10.103,NORFLOXACINE,Antibiotiques,Oui
NORACTONE,50 mg,Comprimes pellicules secables,B/30,13.45,11.424,SPIRONOLACTONE,Diurétiques,Oui
NORMIX,"2,00%",Suspension buvable,FL/60 ml,8.131,3.24,RIFAXIMINA,Antibiotiques,Oui
NORMIX,200 mg,Comprimes enrobes,B/12,16.705,3.984,RIFAXIMINA,Antibiotiques,Oui
NORMOCARDIL,40 mg,Comprimes quadrisecables,B/45,5.03,4.246,PROPRANOLOL,Antihypertenseurs,Oui
NORMOPTIC,"0,25%",Collyre,FL/5 ml,3.26,2.652,TIMOLOL,Antihypertenseurs,Oui
NORMOPTIC,"0,50%",Collyre,FL/5 ml,3.46,2.694,TIMOLOL,Antihypertenseurs,Oui
NOSPASM,160 mg,Comprimes orodispersibles,B/12,5.8,2.318,PHLOROGLUCINOL,Antispasmodiques,Non
NOSPASM,80 mg,Comprimes orodispersibles,B/10,2.705,0.984,PHLOROGLUCINOL,Antispasmodiques,Non
NOSPASM,80 mg,Comprimes orodispersibles,B/20,5.92,1.968,PHLOROGLUCINOL,Antispasmodiques,Non
NOSPASM,80 mg,Comprimes orodispersibles,B/30,7.975,2.952,PHLOROGLUCINOL,Antispasmodiques,Non
NOTOS COMBI,200 µg/12 µg,Poudre pour inhalation buccale,B/120 gélules + inhal,38.79,32.946,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,Oui
NOTOS COMBI,400 µg/12 µg,Poudre pour inhalation buccale,B/2FL (60 + 60 gélules) + inhal,46.89,39.831,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,Oui
NOTOS EASY FLOW,12 µg,Poudre pour inhalation buccale,B/30 gélules + inhal,17.365,13.592,FORMOTEROL,Bronchodilatateurs,Oui
NOTOS EASY FLOW,12 µg,Poudre pour inhalation buccale,B/60 gélules + inhal,32.015,27.183,FORMOTEROL,Bronchodilatateurs,Oui
NOVACLAV ENFANT,"500 mg/62,5 mg",Poudre pour suspension orale,B/12 sachets,7.815,5.987,AMOXICILLINE+ACIDE CLAVULANIQUE,Antibiotiques,Oui
NOVACLAV ENFANT,"500 mg/62,5 mg",Poudre pour suspension orale,B/21 sachets,12.35,10.478,AMOXICILLINE+ACIDE CLAVULANIQUE,Antibiotiques,Oui
NOVACLAV ENFANT,"500 mg/62,5 mg",Poudre pour suspension orale,B/24 sachets,14.09,11.975,AMOXICILLINE+ACIDE CLAVULANIQUE,Antibiotiques,Oui
NOVADOL,1000 mg,Comprimes,B/8,2.69,1.986,PARACETAMOL,Analgésiques (antidouleurs),Non
NOVADOL,300 mg,Poudre pour solution orale,B/12 sachets,2.17,1.836,PARACETAMOL,Analgésiques (antidouleurs),Non
NOVADOL,500 mg,Comprimes,B/12,1.39,0.51,PARACETAMOL,Analgésiques (antidouleurs),Non
NOVADOL,500 mg,Comprimes,B/16,2.03,0.68,PARACETAMOL,Analgésiques (antidouleurs),Non
NOVADOL,500 mg,Gelules,B/16,2.03,0.68,PARACETAMOL,Analgésiques (antidouleurs),Non
NOVADOL,500 mg,Poudre pour solution orale,B/12 sachets,3.205,2.723,PARACETAMOL,Analgésiques (antidouleurs),Non
NOVADOL EXTRA,500 mg/65 mg,Comprimes,B/16,2.67,1.782,PARACETAMOL+CAFEINE,Analgésiques (antidouleurs),Non
NOVAFEN,200 mg,Comprimes pellicules,B/20,2.95,2.295,IBUPROFEN,Anti-inflammatoires,Non
NOVAMOX,1 g,Comprimes dispersibles,B/12,9.2,4.845,AMOXICILLINE,Antibiotiques,Oui
NOVAMOX,500 mg,Comprimes dispersibles,B/12,5.48,3.07,AMOXICILLINE,Antibiotiques,Oui
NOVASFON,160 mg,Comprimes orodispersibles,B/12,6.9,2.318,PHLOROGLUCINOL,Antispasmodiques,Non
NOVASFON,80 mg,Comprimes orodispersibles,B/20,6.57,1.968,PHLOROGLUCINOL,Antispasmodiques,Non
NOVATRETIN,10 mg,Capsules orales,B/60,88.115,74.868,ACITRETINE,Anticancéreux,Oui
NOVATRETIN,25 mg,Capsules orales,B/60,192.725,163.812,ACITRETINE,Anticancéreux,Oui
NOVOMIX 30 FLEXPEN,100 UI/ml,Suspension injectable,B/5 stylo prér/3 ml,80.069,80.065,INSULINE ANALOGUE : INSULINE ASPARTATE,Antidiabétiques,Oui
NOVONORM,"0,5 mg",Comprimes,B/90,38.4,32.589,REPAGLINIDE,Antidiabétiques,Oui
NOVONORM,1 mg,Comprimes,B/90,45.33,26.851,REPAGLINIDE,Antidiabétiques,Oui
NOVONORM,2 mg,Comprimes,B/30,17.257,10.557,REPAGLINIDE,Antidiabétiques,Oui
NOVONORM,2 mg,Comprimes,B/90,54.915,31.671,REPAGLINIDE,Antidiabétiques,Oui
NOVORAPID FLEXPEN,100 UI/ml,Solution injectable,B/5 stylo prér/3 ml,80.966,80.965,INSULINE ANALOGUE : INSULINE ASPARTATE,Antidiabétiques,Oui
NOXEN,500 mg,Suppositoires,B/12,7.205,5.386,NAPROXENE,Anti-inflammatoires,Oui
NOZINAN,25 mg,Solution injectable,B/5/1 ml,3.598,3.056,LEVOMEPROMAZINE,Antipsychotiques,Oui
NOZINAN,"4,00%",Solution buvable,FL/30 ml,2.012,1.708,LEVOMEPROMAZINE,Antipsychotiques,Oui
ODRIK,"0,5 mg",Gelules,B/28,9.588,8.14,TRANDOLAPRIL,Antihypertenseurs,Oui
ODRIK,2 mg,Gelules,B/28,19.586,16.636,TRANDOLAPRIL,Antihypertenseurs,Oui
OFLOCET,200 mg,Comprimes pellicules,B/10,17.775,11.62,OFLOXACINE,Antibiotiques,Oui
OFLOCET,200 mg,Comprimes pellicules,B/14,36.965,16.267,OFLOXACINE,Antibiotiques,Oui
OFLODIS,200 mg,Comprimes pellicules secables,B/10,18.19,11.62,OFLOXACINE,Antibiotiques,Oui
OFLODIS,200 mg,Comprimes pellicules secables,B/20,27.355,23.239,OFLOXACINE,Antibiotiques,Oui
OGYL,"0,75 MUI/125 mg",Comprimes pellicules,B/20,5.145,3.808,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
OLANZA 5,5 mg,Comprimes pellicules secables,B/30,45.24,19.89,OLANZAPINE,Antipsychotiques,Oui
OLANZA 5,5 mg,Comprimes pellicules secables,B/90,117.19,59.67,OLANZAPINE,Antipsychotiques,Oui
OLMECARD,10 mg,Comprimes pellicules,B/30,16.055,13.643,OLMESARTAN MEDOXOMIL,Antihypertenseurs,Oui
OLMECARD,20 mg,Comprimes pellicules,B/30,24.015,20.4,OLMESARTAN MEDOXOMIL,Antihypertenseurs,Oui
OLMECARD,40 mg,Comprimes pellicules,B/30,29.28,24.888,OLMESARTAN MEDOXOMIL,Antihypertenseurs,Oui
OLMECARD PLUS,"20 mg/12,5 mg",Comprimes pellicules,B/30,27.9,23.715,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,Antihypertenseurs,Oui
OLMECARD PLUS,20 mg/25 mg,Comprimes pellicules,B/30,28.75,24.429,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,Antihypertenseurs,Oui
OLMECARD PLUS,"40 mg/12,5 mg",Comprimes pellicules,B/30,32.84,27.897,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,Antihypertenseurs,Oui
OLMECARD PLUS,40 mg/25 mg,Comprimes pellicules,B/30,32.84,27.897,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,Antihypertenseurs,Oui
OLMETEC,10 mg,Comprimes pellicules,B/30,23.437,13.643,OLMESARTAN MEDOXOMIL,Antihypertenseurs,Oui
OLMETEC,20 mg,Comprimes pellicules,B/30,34.207,20.4,OLMESARTAN MEDOXOMIL,Antihypertenseurs,Oui
OLMETEC,40 mg,Comprimes pellicules,B/30,41.728,24.888,OLMESARTAN MEDOXOMIL,Antihypertenseurs,Oui
OLOPAN,"0,10%",Collyre,FL/5 ml,9.74,8.279,OLOPATADINE,Antihistaminiques,Non
OMEZOL,10 mg,Comprimes pellicules,B/14,10.69,7.497,OMEPRAZOLE,Antiacides,Non
OMEZOL,10 mg,Gelules,B/14,8.955,7.497,OMEPRAZOLE,Antiacides,Non
OMEZOL,10 mg,Gelules,B/16,10.865,8.568,OMEPRAZOLE,Antiacides,Non
OMEZOL,10 mg,Gelules,B/28,17.65,14.994,OMEPRAZOLE,Antiacides,Non
OMEZOL,10 mg,Gelules,B/7,4.6,3.749,OMEPRAZOLE,Antiacides,Non
OMEZOL,10 mg,Gelules,FL/14,8.955,7.497,OMEPRAZOLE,Antiacides,Non
OMEZOL,10 mg,Gelules,FL/28,20.395,14.994,OMEPRAZOLE,Antiacides,Non
OMEZOL,20 mg,Gelules,B/7,8.955,5.349,OMEPRAZOLE,Antiacides,Non
OMEZOL,40 mg,Pdre p.prep.injectable,B/1 FL + solv,16.88,14.348,OMEPRAZOLE,Antiacides,Non
ONBREZ BREEZHALER,150 µg,Gelules,B/30 géls + inhal,79.215,67.32,INDACATEROL,Bronchodilatateurs,Oui
ONCEAIR,10 mg,Comprimes pellicules,B/28,54.675,29.012,MONTELUKAST,Bronchodilatateurs,Oui
ONCEAIR,4 mg,Granules pour solution buvable,B/28 sachets,38.475,32.701,MONTELUKAST,Bronchodilatateurs,Oui
ONCEAIR,5 mg,Comprimes à croquer,B/28,54.675,29.012,MONTELUKAST,Bronchodilatateurs,Oui
ONYCAL,250 mg,Comprimes secables,B/14,25.115,18.469,TERBINAFINE,Antifongiques,Non
ONYCAL,250 mg,Comprimes secables,B/28,48.15,36.938,TERBINAFINE,Antifongiques,Non
OPATANOL,1 mg/ml,Collyre,FL/5 ml,12.19,8.279,OLOPATADINE,Antihistaminiques,Non
OPRAZOLE,20 mg,Comprimes pellicules,B/14,16.675,10.698,OMEPRAZOLE,Antiacides,Non
OPRAZOLE,20 mg,Comprimes pellicules,B/28,28.78,21.396,OMEPRAZOLE,Antiacides,Non
OPRAZOLE,20 mg,Comprimes pellicules,B/7,10.71,5.349,OMEPRAZOLE,Antiacides,Non
OPTODROP-CO,100 mg/25 mg,Collyre,FL/5 ml,21.262,17.519,DORZOLAMIDE+TIMOLOL,Autres,Oui
ORACEFAL,125 mg,Poudre pour suspension orale,FL/60 ml,3.89,3.264,CEFADROXIL,Antibiotiques,Oui
ORACEFAL,500 mg,Gelules,B/12,8.785,5.273,CEFADROXIL,Antibiotiques,Oui
ORACEFAL DISPERSIBLE,1 g,Comprimes dispersibles,B/6,8.939,7.594,CEFADROXIL,Antibiotiques,Oui
ORACILLINE,1 MU,Comprimes secables,B/12,4.255,3.611,PHENOXYMETHYLPENICILLINE,Antibiotiques,Oui
ORADEXAN,4 mg/ml,Solution injectable,B/1/1 ml,0.91,0.623,DEXAMETHASONE,Corticoïdes,Oui
ORADEXAN,4 mg/ml,Solution injectable,B/10/1 ml,8.02,6.231,DEXAMETHASONE,Corticoïdes,Oui
ORADEXAN,8 mg/2 ml,Solution injectable,B/1/2 ml,1.26,1.063,DEXAMETHASONE,Corticoïdes,Oui
ORAMINE,1 mg/ml,Sirop,FL/60 ml,6.14,3.06,LORATADINE,Antihistaminiques,Non
ORAMINE,10 mg,Comprimes,B/20,9.53,4.777,LORATADINE,Antihistaminiques,Non
ORAP,4 mg,Comprimes,B/30,13.183,11.195,PIMOZIDE,Antipsychotiques,Oui
ORECYCLINE,"1,00%",Pommade ophtalmique,T/5 g,2.225,1.891,CHLORTETRACYCLINE,Antibiotiques,Oui
ORECYCLINE,"3,00%",Pommade dermique,T/15 g,2.58,1.313,CHLORTETRACYCLINE,Antibiotiques,Oui
ORELOX,100 mg,Comprimes pellicules,B/10,22.495,16.201,CEFPODOXIME,Antibiotiques,Oui
ORELOX,100 mg,Comprimes pellicules,B/20,38.135,32.415,CEFPODOXIME,Antibiotiques,Oui
ORELOX ENFANTS ET NOURRISSONS,40 mg/5 ml,Granules pour suspension buvable,FL/100 ml,22.26,17.085,CEFPODOXIME,Antibiotiques,Oui
ORELOX ENFANTS ET NOURRISSONS,40 mg/5 ml,Granules pour suspension buvable,FL/50 ml,12.66,8.543,CEFPODOXIME,Antibiotiques,Oui
ORILYSE,"0,50%",Gouttes auriculaires,FL/10 ml,3.7,1.2,DOCUSATE SODIQUE,Laxatifs,Non
OROKEN,200 mg,Comprimes pellicules,B/14,35.105,18.148,CEFIXIME,Antibiotiques,Oui
OROKEN,200 mg,Comprimes pellicules,B/20,19.725,10.37,CEFIXIME,Antibiotiques,Oui
OROKEN,200 mg,Comprimes pellicules,B/8,19.725,10.37,CEFIXIME,Antibiotiques,Oui
OROMONE,"0,06%",Gel dermique,FL/80 g,4.54,3.808,ESTRADIOL,Hormones,Oui
OROMONE,1 mg,Comprimes pellicules,B/28,3.099,2.618,ESTRADIOL,Hormones,Oui
OROMONE,2 mg,Comprimes pellicules,B/28,3.038,2.57,ESTRADIOL,Hormones,Oui
OROPERIDYS,10 mg,Comprimes orodispersibles,B/15,3.955,0.774,DOMPERIDONE,Antinauséeux (antiémétiques),Non
